cohort_code,cohort_label,source_collection_label,source_document_id,source_document_label,source_document_type,source_document_url,source_citation,source_year,source_assignment_confidence,n,status_open_n,status_partially_solved_n,status_solved_n,source_claimed_open_gate_n,distinct_categories,leading_category,flagged_rate,difficulty_C2plus_rate,reliability_label,mean_D,sd_D,mean_CG,sd_CG,mean_RG,sd_RG,mean_TD,sd_TD,mean_KB,sd_KB,mean_SS,sd_SS,mean_AI_adj,sd_AI_adj,mean_AI_D,sd_AI_D,mean_H,sd_H,mean_X,sd_X,mean_T,sd_T,mean_V_true,sd_V_true,mean_V_false,sd_V_false,mean_F,sd_F,mean_P,sd_P,mean_B,sd_B,mean_L,sd_L,mean_ambiguity,sd_ambiguity,mean_literature,sd_literature,mean_collection_prior,sd_collection_prior,distance_to_V0_centroid,distance_dimensions_V0,distance_to_V1_centroid,distance_dimensions_V1
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:abert-some-questions-pdf-2010,Abert - Some questions (pdf) (2010),amr_source_list,https://www.renyi.hu/~abert/questions.pdf,,2010,C2,51,51,0,0,0,2,Graph Theory,1.0,0.0,descriptive_centroid_n_ge_10,5.407843137254901,0.2938320181701796,2.450980392156863,0.15016330979251602,2.450980392156863,0.15016330979251602,2.235294117647059,0.33694125862634555,1.0,0.0,2.892156862745098,0.20769510081357428,-0.8823529411764706,0.32539568672798425,4.525490196078431,0.5275767763102928,1.0,0.0,1.0,0.0,5.137254901960785,0.4906977824746004,4.978431372549019,0.787226454202397,4.594117647058824,0.39769926562963753,3.9078431372549023,0.7974567417120259,5.598039215686274,0.6821994418286873,1.4313725490196079,0.6404655169729065,5.060784313725491,0.7967630592271578,2.4019607843137254,0.5435035220045704,2.5,0.0,5.600000000000001,1.7940324671816083e-15,2.403742619590925,15,3.922539988420219,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:adleman-mccurley-open-problems-in-number-theory-complexity-ii-1994,Adleman & McCurley - Open Problems in Number Theory Complexity II (1994),amr_source_list,https://mccurley.org/papers/open.ps.gz,,1994,C2,40,40,0,0,0,1,Graph Theory,1.0,0.0,descriptive_centroid_n_ge_10,5.0424999999999995,0.2890191192327098,2.075,0.18081014266989473,2.0625,0.1674660317642709,2.3125,0.24514516892273006,1.5,0.0,2.1375,0.3200060095589552,-1.75,0.3396831102433787,3.2924999999999995,0.5885172589674531,2.0,0.0,1.0,0.0,6.75,0.6304251719561152,4.57,0.2162619494252994,4.720000000000001,0.17276039432159743,2.9375,0.3118904311222789,5.825,0.2109198413786133,3.2,0.4050957468334666,7.847499999999999,1.1188335271784011,2.2649999999999997,0.31504985360480686,2.5,0.0,5.6,0.0,5.506077431912677,15,6.206511326160147,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:aggarwal-delecroix-goujard-zograf-zorich-conjectural-large-genus-asymptotics-of-masur-veech-volumes-and-of-area-siegel-veech-constants-of-strata-of-quadratic-differentials-2020,"Aggarwal, Delecroix, Goujard, Zograf, Zorich - Conjectural Large Genus Asymptotics of Masur–Veech Volumes and of Area Siegel–Veech Constants of Strata of Quadratic Differentials (2020)",amr_source_list,https://arxiv.org/abs/1912.11702,,2020,C2,3,1,2,0,2,1,Analysis,1.0,0.0,descriptive_only_n_lt_5,5.5,0.5196152422706629,2.3333333333333335,0.2886751345948129,2.0,0.0,2.5,0.0,1.6666666666666667,0.5773502691896257,2.5,0.0,-0.5,0.0,5.0,0.5196152422706629,2.3333333333333335,1.1547005383792515,1.0,0.0,5.666666666666667,0.5773502691896258,5.533333333333334,0.11547005383792475,5.533333333333334,0.11547005383792475,6.433333333333334,0.46188021535170054,6.7,0.0,1.0,0.0,4.766666666666667,0.46188021535170054,1.3,0.43588989435406733,2.6999999999999997,0.17320508075688762,5.599999999999999,1.0877919644084146e-15,2.49696284471317,15,2.6321258253706437,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:agrachev-some-open-problems-in-geometric-control-theory-and-sub-riemannian-geometry-2013,Agrachev - Some open problems in geometric control theory and sub-Riemannian geometry (2013),amr_source_list,https://arxiv.org/abs/1304.2590,,2013,C2,7,7,0,0,0,2,Geometry,1.0,0.0,sparse_n_5_to_9,5.742857142857143,0.21491969707422412,2.5,0.0,2.4285714285714284,0.18898223650461363,2.7857142857142856,0.3933978962347216,1.0714285714285714,0.18898223650461363,2.9285714285714284,0.5345224838248488,0.14285714285714285,0.8017837257372731,5.885714285714286,1.0123052428797872,2.142857142857143,3.023715784073818,1.5714285714285714,1.511857892036909,4.142857142857143,1.0690449676496974,5.4,1.2948616399703357,5.657142857142857,0.7785823502947369,6.428571428571429,0.8280786712108251,6.557142857142858,1.2259107401671394,1.5714285714285714,0.5345224838248488,4.571428571428571,1.2432675841162615,2.5714285714285716,1.0127755357009203,3.0714285714285716,1.5118578920369088,5.6000000000000005,9.593423386663633e-16,1.1185259222261557,15,2.604520427139941,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:aizenman-open-problems-in-mathematical-physics-1999,Aizenman - Open Problems in Mathematical Physics (1999),amr_source_list,https://web.math.princeton.edu/~aizenman/OpenProblems_MathPhys/9904.O(N)in2D.html,,1999,C2,11,11,0,0,0,1,Mathematical Physics,1.0,0.0,descriptive_centroid_n_ge_10,6.0636363636363635,0.33248376583745337,2.409090909090909,0.2022599587389726,2.4545454545454546,0.26967994498529685,3.1363636363636362,0.2335496832484569,1.5,0.0,2.8636363636363638,0.3931226965534482,0.45454545454545453,0.26967994498529685,6.5181818181818185,0.45786063778879654,2.0,0.0,1.0,0.0,3.3636363636363638,0.6741998624632421,6.318181818181818,1.336277053472207,6.490909090909091,0.6007570980929737,8.063636363636364,0.40564202758769263,7.918181818181818,0.2638870281699419,1.1818181818181819,0.6030226891555273,4.536363636363636,0.9265772793164391,2.163636363636364,0.790281882966739,2.5,0.0,5.6000000000000005,9.315293853352739e-16,3.293515504823867,15,3.9069284566194087,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:aldous-open-problems,Aldous - Open problems,amr_source_list,https://www.stat.berkeley.edu/~aldous/Research/OP/index.html,,,C2,42,42,0,0,0,1,Probability,1.0,0.0,descriptive_centroid_n_ge_10,5.361904761904762,0.33998018661952084,2.3452380952380953,0.23395056904666636,2.3333333333333335,0.23855936180684895,2.511904761904762,0.07715167498104594,1.0,0.0,2.738095238095238,0.3169614741168588,-0.5238095238095238,0.21954445497885577,4.838095238095239,0.42019297596454624,1.0,0.0,1.0,0.0,5.071428571428571,0.512899797319703,5.580952380952381,0.7803182887921191,5.335714285714286,0.2986321896061936,6.002380952380952,0.2645641563006426,6.149999999999999,0.2381329819096271,1.3571428571428572,0.6176836577450435,4.921428571428572,0.9501054406917454,2.3119047619047617,0.5047106782675188,2.5,0.0,5.6,0.0,1.4172212160924602,15,2.8518658068099594,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:algebra-problems-from-wikipedia,Algebra problems from Wikipedia,amr_source_list,https://en.wikipedia.org/w/index.php?title=List_of_unsolved_problems_in_mathematics&oldid=1366636767,,,C2,5,5,0,0,5,1,Algebra,1.0,0.0,sparse_n_5_to_9,5.3,0.41231056256176585,2.3,0.2738612787525831,2.3,0.2738612787525831,2.5,0.0,1.0,0.0,2.7,0.4472135954999579,-0.3,0.2738612787525831,5.0,0.6284902544988266,1.0,0.0,1.0,0.0,6.0,1.0,5.1,1.074709263010234,5.12,0.3834057902536161,4.9,0.4183300132670378,6.2,0.0,1.0,0.0,4.74,1.6303373883954202,1.3599999999999999,0.31304951684997057,2.5,0.0,5.6,0.0,1.8707228982855608,15,3.1243258184446527,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:analysis-problems-from-wikipedia,Analysis problems from Wikipedia,amr_source_list,https://en.wikipedia.org/w/index.php?title=List_of_unsolved_problems_in_mathematics&oldid=1366636767,,,C2,7,7,0,0,7,2,Analysis,1.0,0.0,sparse_n_5_to_9,5.528571428571428,0.11126972805283726,2.4285714285714284,0.18898223650461363,2.4285714285714284,0.18898223650461363,2.642857142857143,0.37796447300922725,1.0,0.0,2.7142857142857144,0.3933978962347216,-0.14285714285714285,0.24397501823713327,5.385714285714285,0.28535691936340235,1.0,0.0,1.0,0.0,5.428571428571429,0.5345224838248488,5.6000000000000005,1.307669683062202,5.957142857142857,0.7390470053998434,6.671428571428572,0.6945365018348223,6.942857142857143,0.6425396041156863,1.0,0.0,5.1571428571428575,0.9271050693011065,1.4000000000000001,0.483045891539648,2.5,0.0,5.6000000000000005,9.593423386663633e-16,1.6647022066928192,15,2.7599824679765215,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:ball-problems-on-elasticity-pdf-2002,Ball - problems on Elasticity (pdf) (2002),amr_source_list,https://people.maths.ox.ac.uk/ball/Articles%20in%20Conference%20Proceedings%20and%20Books/JMB%202002%20re%20Marsden%2060th.pdf,,2002,C2,18,18,0,0,0,1,Partial Differential Equations,1.0,0.0,descriptive_centroid_n_ge_10,6.105555555555554,0.0802365782965104,2.5,0.0,2.5,0.0,3.0277777777777777,0.11785113019775792,1.5,0.0,2.9444444444444446,0.16169041669088863,0.4722222222222222,0.20808809094893257,6.577777777777777,0.24865652084648235,2.0,0.0,1.0,0.0,3.111111111111111,0.3233808333817773,6.561111111111113,1.0421351887514338,6.116666666666666,0.32221658773527584,7.827777777777779,0.11785113019775813,7.833333333333335,0.14142135623730964,1.0,0.0,4.472222222222222,0.369109509584025,2.5499999999999994,0.7920561477423621,2.5,0.0,5.599999999999999,9.139280539960854e-16,3.159351430683131,15,4.056118628477072,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:bandeira-42-open-problems-in-data-science-2016,Bandeira - 42 Open Problems in Data Science (2016),amr_source_list,https://afonsobandeira.wordpress.com/2014/07/02/an-interesting-problem-by-mallat-and-zeitouni,,2016,C2,35,35,0,0,0,3,Computer Science,1.0,0.0,descriptive_centroid_n_ge_10,5.442857142857143,0.33368328968518335,2.4285714285714284,0.21498485387337868,2.4285714285714284,0.21498485387337868,2.442857142857143,0.2018819024108115,1.0,0.0,2.757142857142857,0.37123459705477374,-0.7,0.3472581680740104,4.742857142857142,0.5500190982169268,1.0,0.0,1.0,0.0,5.3428571428571425,0.5912527648415465,5.154285714285715,1.0181710410866942,4.96,0.3774527629191421,4.888571428571429,0.8992714137735348,6.002857142857143,0.17232956505369765,1.2285714285714286,0.4902408943099113,5.302857142857143,1.2001190417144936,2.6199999999999997,0.9285662572577398,2.5,0.0,5.599999999999999,9.01145213908969e-16,1.7087468869080618,15,3.253871254542817,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:benjamini-and-schramm-percolation-beyond-z-d-with-1999-update,Benjamini and Schramm - Percolation beyond Z^d with 1999 update,amr_source_list,https://emis.de/ft/41630#page=4 (preserved at https://web.archive.org/web/20030221163021id_/http://research.microsoft.com:80/~schramm/papers/pyond-rep/),,1999,C2,5,5,0,0,0,1,Probability,1.0,0.0,sparse_n_5_to_9,5.9,0.0,2.5,0.0,2.5,0.0,2.5,0.0,1.5,0.0,3.0,0.0,-0.4,0.22360679774997896,5.5,0.22360679774997896,2.0,0.0,1.0,0.0,4.0,0.0,6.14,0.08944271909999167,5.4399999999999995,0.48270073544588665,6.0,0.0,6.459999999999999,0.1341640786499873,2.2,0.44721359549995787,5.14,0.3577708763999663,2.02,0.3834057902536161,2.5,0.0,5.6,0.0,1.303169010628176,15,2.400908868921355,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:benjamini-coarse-geometry-and-randomness-saint-flour-notes,Benjamini - Coarse Geometry and Randomness (Saint-Flour notes),amr_source_list,https://www.wisdom.weizmann.ac.il/~itai/stflouraug24.pdf#page=10 (preserved at https://arquivo.pt/noFrame/replay/20201231041548id_/http://www.wisdom.weizmann.ac.il/~itai/stflouraug24.pdf),,,C2,45,45,0,0,0,3,Probability,1.0,0.0,descriptive_centroid_n_ge_10,5.68,0.3634431304769828,2.4555555555555557,0.23408968323695903,2.466666666666667,0.16514456476895406,2.7777777777777777,0.2512594538148031,1.0,0.0,2.8333333333333335,0.30151134457776363,-0.6,0.4073193966767246,5.08,0.7250705294847342,1.0,0.0,1.0,0.0,4.711111111111111,0.8426749136535454,5.202222222222222,1.3751841015410675,5.164444444444444,0.6382346232722215,5.14,1.255967573408862,6.6688888888888895,0.4521776713468352,3.888888888888889,0.4872101572973796,5.222222222222223,0.9890052139050195,2.5288888888888885,0.8343811594181157,2.5,0.0,5.6,0.0,2.1194048239930603,15,3.010040243352099,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:benjamini-euclidean-vs-graph-metric,Benjamini - Euclidean vs. Graph Metric,amr_source_list,https://www.wisdom.weizmann.ac.il/~itai/erd100.pdf#page=3 (preserved at https://arquivo.pt/noFrame/replay/20201231041538id_/http://www.wisdom.weizmann.ac.il/~itai/erd100.pdf),,,C2,20,20,0,0,0,3,Probability,1.0,0.0,descriptive_centroid_n_ge_10,5.414999999999999,0.32326459750489206,2.375,0.22213082915965965,2.375,0.22213082915965965,2.525,0.25520889276702025,1.0,0.0,2.75,0.30348848933344197,-0.525,0.25520889276702025,4.889999999999999,0.4375770608824532,1.0,0.0,1.0,0.0,4.9,0.4472135954999579,5.4,1.1479959655164758,5.34,0.4535242116208524,5.6049999999999995,0.9428260988281874,6.45,0.46396460845061965,2.55,0.6048053188292994,5.1,0.7739169002037963,2.2249999999999996,0.577540155815115,2.5,0.0,5.599999999999999,9.112518314015307e-16,1.2766635148748398,15,2.510678314975286,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:benjamini-percolation-and-coarse-conformal-uniformization,Benjamini - Percolation and Coarse Conformal Uniformization,amr_source_list,https://www.wisdom.weizmann.ac.il/~itai/resistance_percolation.pdf#page=2 (preserved at https://arquivo.pt/noFrame/replay/20201231041529id_/http://www.wisdom.weizmann.ac.il/~itai/resistance_percolation.pdf),,,C2,6,6,0,0,0,1,Probability,1.0,0.0,sparse_n_5_to_9,5.466666666666668,0.2804757862395014,2.4166666666666665,0.2041241452319315,2.4166666666666665,0.2041241452319315,2.5,0.0,1.0,0.0,2.8333333333333335,0.25819888974716115,-0.5,0.0,4.966666666666668,0.2804757862395014,1.0,0.0,1.0,0.0,5.0,0.0,5.8999999999999995,0.25298221281347016,5.216666666666667,0.09831920802501769,5.916666666666667,0.2041241452319315,6.2,0.21908902300206665,1.5,0.5477225575051661,5.55,0.6123724356957945,2.3000000000000003,4.864753555590494e-16,2.5,0.0,5.6000000000000005,9.729507111180987e-16,1.3222351608247034,15,2.812178226667205,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:benjamini-problems,Benjamini - Problems,amr_source_list,https://www.wisdom.weizmann.ac.il/~itai/infexp.ps (archived at https://arquivo.pt/wayback/20201231041557id_/https://www.wisdom.weizmann.ac.il/~itai/infexp.ps),,,C2,4,4,0,0,1,4,Graph Theory,1.0,0.0,descriptive_only_n_lt_5,5.324999999999999,0.5057996968497838,2.25,0.28867513459481287,2.25,0.28867513459481287,2.5,0.408248290463863,1.125,0.25,2.75,0.28867513459481287,-0.875,0.25,4.45,0.7141428428542852,1.5,1.0,1.0,0.0,5.75,0.5,4.574999999999999,1.6439282222773597,5.025,0.29860788111948194,4.55,1.2369316876852983,6.15,0.9949874371066201,1.5,1.0,6.425,0.75,1.575,0.6130524719249839,2.575,0.1499999999999999,5.6,0.0,2.5664198845560535,15,3.479113537738343,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:benjamini-random-planar-metrics,Benjamini - Random Planar Metrics,amr_source_list,https://www.wisdom.weizmann.ac.il/~itai/randomplanar2.pdf#page=3 (preserved at https://arquivo.pt/noFrame/replay/20201231041544id_/http://www.wisdom.weizmann.ac.il/~itai/randomplanar2.pdf),,,C2,8,8,0,0,0,1,Probability,1.0,0.0,sparse_n_5_to_9,5.2875,0.4257346591481598,2.25,0.2672612419124244,2.25,0.2672612419124244,2.5625,0.1767766952966369,1.0,0.0,2.75,0.2672612419124244,-0.4375,0.1767766952966369,4.85,0.39641248358604575,1.0,0.0,1.0,0.0,5.0,0.0,5.487500000000001,0.7918107638282555,5.4125,0.4323936698360485,5.8875,0.5139135558215436,6.625,0.13887301496588264,2.75,0.4629100498862757,5.3125,0.9731208998445596,2.2,0.6633249580710799,2.5,0.0,5.6,0.0,1.7220986987707922,15,2.544435063529263,15
